locustag_in_Ngo	GN_in_Ngo	type_in_Ngo	product_in_Ngo	locustag_in_Nmen	GN_in_Nmen	locustag_in_FA1090	GN_in_FA1090
NGFG_01962		gene	glutamyl-tRNA synthetase	NMB0003		NGO_1926	
NGFG_01961		gene	hypothetical protein	NMB0002		NGO_1927	
NGFG_01960		gene	acetyltransferase	NMB0001		NGO_1928	
NGFG_01959	mutS	gene	DNA mismatch repair protein mutS	NMB2160	mutS	NGO_1930	mutS
NGFG_01958		gene	glyceraldehyde-3-phosphate dehydrogenase	NMB2159	gap	NGO_1931	gap
NGFG_01957		gene	hypothetical protein	NMB2158	tsaA	NGO_1932	tsaA
NGFG_01956		gene	nicotinamidase/pyrazinamidase	NMB2157		NGO_1933	
NGFG_01955		gene	lipopolysaccharide heptosyltransferase I	NMB2156	waaC	NGO_1934	waaC
NGFG_01954	eTFB	gene	electron transfer flavoprotein beta subunit ETFB	NMB2155		NGO_1935	
NGFG_01953	etfA	gene	electron transfer flavoprotein alpha subunit EtfA	NMB2154		NGO_1936	
NGFG_01952		gene	hypothetical protein	NMB2153		NGO_10400	
NGFG_01951		gene	hypothetical protein	NMB2152		NGO_1938	
NGFG_01950		gene	phosphoribosylamine-glycine ligase	NMB2151	purD	NGO_1939	purD
NGFG_01949	rimN	gene	tRNA threonylcarbamoyladenosine biosynthesis protein RimN	NMB2150		NGO_1940	
NGFG_01948		gene	hypothetical protein			NGO_1941	
NGFG_01947		gene	lipoprotein	NMB2147		NGO_1942	
NGFG_01946		gene	hypothetical protein	NMB2145		NGO_1943	
NGFG_01945		gene	TIGR02943 family RNA polymerase sigma-70 factor	NMB2144		NGO_1944	
NGFG_01944		gene	hypothetical protein	NMB2143		NGO_1945	
NGFG_01943		gene	UPF0276 protein	NMB2142		NGO_1946	
NGFG_01942		gene	hypothetical protein	NMB2141		NGO_1947	
NGFG_01941		gene	oxidoreductase	NMB2140		NGO_1948	
NGFG_01940		gene	phospholipase patatin family protein	NMB2139		NGO_1949	
NGFG_01939		gene	peptide chain release factor 2	NMB2138	prfB	NGO_1951	prfB
NGFG_02474		gene	hypothetical protein		rnpB	NGO_19101	rnpB
NGFG_01937		gene	amino acid/peptide transporter (Peptide:H+ symporter)	NMB2136		NGO_1954	
NGFG_01935		gene	hypothetical protein	NMB2135	tamB	NGO_1955	tamB
NGFG_01934		gene	outer membrane protein	NMB2134		NGO_1956	
NGFG_01933	sstT	gene	serine/threonine transporter sstT	NMB2133	sstT	NGO_1957	sstT
NGFG_01931		gene	iron transporter outer membrane receptor	NMB2132		NGO_1958	
NGFG_02475		gene	hypothetical protein			NGO_1959	
NGFG_01929		gene	hypothetical protein				
NGFG_01928		gene	hypothetical protein	NMB2131		NGO_1959a	
NGFG_01927		gene	hypothetical protein	NMB2130		NGO_1960a	
NGFG_01926		gene	argininosuccinate synthase	NMB2129	argG	NGO_1961	argG
NGFG_01925		gene	CinA-like protein	NMB2128		NGO_1962	
NGFG_01924		gene	signal peptide peptidase SppA%2C 36K type	NMB2127		NGO_1963	
NGFG_02476		gene	transposase				
NGFG_01923		gene	hypothetical protein	NMB2125		NGO_1965	
NGFG_01922		gene	hypothetical protein	NMB2123		NGO_1966	
NGFG_02477		gene	MafB family adhesin protein	NMB2105	mafB	NGO_10555	mafB
NGFG_01919		gene	hypothetical protein	NMB0237		NGO_1967	
NGFG_02223		gene	hypothetical protein	NMB2108		NGO_10580	
NGFG_02222		gene	MafB family adhesin protein	NMB2107	mafB	NGO_10585	mafB
NGFG_01917		gene	hypothetical protein			NGO_1969	
NGFG_01916		gene	hypothetical protein			NGO_1970	
NGFG_01915		gene	MafB family adhesin protein	NMB2105	mafB	NGO_1971	
NGFG_01914		gene	hypothetical protein	NMB2110			
NGFG_02478		gene	MafB family adhesin protein	NMB2105	mafB	NGO_1971	
NGFG_02219	mafA	gene	adhesin mafA	NMB2104	mafA	NGO_1067	mafA
NGFG_01912		gene	uridylate kinase	NMB2103		NGO_1973	
NGFG_01911		gene	elongation factor Ts	NMB2102		NGO_1974	
NGFG_02479		gene	hypothetical protein				
NGFG_01910		gene	30S ribosomal protein S2	NMB2101	rpsB	NGO_1975	rpsB
NGFG_01909		gene	hypothetical protein	NMB2100		NGO_1976	
NGFG_01908		gene	5-formyltetrahydrofolate cyclo-ligase	NMB2099		NGO_1977	
NGFG_01907		gene	hypothetical protein	NMB2098		NGO_1978	
NGFG_01906		gene	malate dehydrogenase (acceptor)	NMB2096		NGO_1980	
NGFG_01905		gene	hypothetical protein	NMB2095		NGO_1981	
NGFG_01904		gene	hypothetical protein	NMB2094		NGO_1982	
NGFG_01903		gene	methionine aminopeptidase%2C type I	NMB2093	map	NGO_1983	map
NGFG_01902		gene	hypothetical protein	NMB2092		NGO_1984	
NGFG_01901		gene	phospholipid-binding protein	NMB2091		NGO_1985	
NGFG_01900		gene	phosphoheptose isomerase	NMB2090		NGO_1986	
NGFG_01899		gene	endonuclease	NMB2089		NGO_1987	
NGFG_01898		gene	ribosomal RNA small subunit methyltransferase I	NMB2088	rsmI	NGO_1988	rsmI
NGFG_01897		gene	cytochrome b561			NGO_10685	
NGFG_01895	obg	gene	GTPase obg	NMB2086	obgE	NGO_1990	obgE
NGFG_01894		gene	DNA (cytosine-5-)-methyltransferase			NGO_1991	
NGFG_01893		gene	NgoI restriction endonuclease			NGO_1992	
NGFG_01892		gene	cysteinyl-tRNA synthetase	NMB2083		NGO_1993	
NGFG_01891		gene	exodeoxyribonuclease III (xth)	NMB2082	xth	NGO_1994	xth
NGFG_01890		gene	hypothetical protein	NMB2081		NGO_1995	
NGFG_01889		gene	hypothetical protein	NMB2080		NGO_1996	
NGFG_01888		gene	aspartate-semialdehyde dehydrogenase	NMB2079	asd	NGO_1997	asd
NGFG_01887		gene	integral membrane protein	NMB2078		NGO_1998	
NGFG_01886		gene	FolD protein	NMB2077	folD	NGO_1999	folD
NGFG_01885		gene	transferase	NMB2076	rfaE2	NGO_2000	rfaE2
NGFG_01884		gene	bifunctional enzyme BirA/CoaX	NMB2075		NGO_2001	
NGFG_01883		gene	hypothetical protein	NMB2074		NGO_2002	
NGFG_02480		gene	histone-like nucleoid-structuring protein H-NS			NGO_10775	
NGFG_01880	thiG	gene	thiamine biosynthesis protein ThiG	NMB2071		NGO_2005	
NGFG_01879	thiS	gene	thiamine biosynthesis protein ThiS	NMB2070	thiS	NGO_2006	thiS
NGFG_01878		gene	thiamine-phosphate pyrophosphorylase	NMB2069	thiE	NGO_2007	thiE
NGFG_01877	thiO	gene	glycine oxidase ThiO	NMB2068		NGO_2008	
NGFG_01876	cytX	gene	hydroxymethylpyrimidine transporter permease CytX	NMB2067	cytX	NGO_2009	cytX
NGFG_01875		gene	TldD protein	NMB2066	tldD	NGO_2010	tldD
NGFG_01874		gene	His/Glu/Gln/Arg/opine family amino ABC transporter%2C permease%2C 3-TM region			NGO_2011	
NGFG_01873		gene	His/Glu/Gln/Arg/opine family amino ABC transporter%2C permease%2C 3-TM region			NGO_2012	
NGFG_01872		gene	polar amino acid ABC transporter ATP-binding protein			NGO_2013	
NGFG_01870		gene	protein-(glutamine-N5) methyltransferase%2C release factor-specific		prmC	NGO_2015	prmC
NGFG_01869		gene	membrane protein	NMB2064		NGO_2016	
NGFG_01868		gene	SlyX protein	NMB2063	slyX	NGO_2017	slyX
NGFG_01865	thiF	gene	thiazole biosynthesis adenylyltransferase ThiF	NMB2062		NGO_2019	
NGFG_01864		gene	phosphoenolpyruvate carboxylase	NMB2061	ppc	NGO_2020	ppc
NGFG_01863		gene	glycerol-3-phosphate dehydrogenase [NAD(P)+]	NMB2060		NGO_2021	
NGFG_01862		gene	hypothetical protein	NMB2059		NGO_2022	
NGFG_01861	zapA	gene	cell division protein ZapA	NMB2058	zapA	NGO_2023	zapA
NGFG_01860		gene	50S ribosomal protein L13	NMB2057	rplM	NGO_2024	rplM
NGFG_01859		gene	30S ribosomal protein S9	NMB2056	rpsI	NGO_2025	rpsI
NGFG_01857		gene	hypothetical protein			NGO_2026	
NGFG_01856	metH	gene	LysR family transcriptional regulator%2C regulator for metE and metH	NMB2055		NGO_2027	
NGFG_01855		gene	UPF0135 protein	NMB2054		NGO_2028	
NGFG_01854		gene	ubiquinol-cytochrome c reductase%2C iron-sulfur subunit	NMB2053	petA	NGO_2029	petA
NGFG_01853		gene	cytochrome b	NMB2052		NGO_2030	
NGFG_01852		gene	cytochrome c1	NMB2051		NGO_2031	
NGFG_01851	rmuC	gene	DNA recombination protein RmuC	NMB2050	rmuC	NGO_2032	rmuC
NGFG_01850		gene	metallo-dependent hydrolase	NMB2049		NGO_2033	
NGFG_01849		gene	DNA ligase	NMB2048		NGO_2034	
NGFG_01848		gene	hypoxanthine phosphoribosyltransferase	NMB2047		NGO_2035	
NGFG_01847		gene	PTS system ascorbate-specific IIA component	NMB2046	iIA	NGO_2036	iIA
NGFG_01846	hPr	gene	phosphocarrier protein HPr	NMB2045		NGO_2037	
NGFG_01845		gene	phosphoenolpyruvate-protein phosphotransferase	NMB2044	ptsP	NGO_2038	ptsP
NGFG_01844		gene	ABC transporter ATP-binding protein	NMB2042		NGO_2039	
NGFG_01843		gene	NUDIX family hydrolase	NMB2041		NGO_2040	
NGFG_01842	thiC	gene	thiamine biosynthesis protein ThiC	NMB2040	thiC	NGO_2041	thiC
NGFG_02481		gene	pilin pilS6c1	NMB0023		NGO_11125	
NGFG_02482		gene	pilin pilS6c3	NMB0019			
NGFG_01841		gene	glycerate dehydrogenase			NGO_2043	
NGFG_01840		gene	methionyl-tRNA synthetase	NMB0030	metG	NGO_2044	metG
NGFG_01839		gene	glucosamine-fructose-6-phosphate aminotransferase [isomerizing]	NMB0031	glmS	NGO_2045	glmS
NGFG_01837		gene	lipoprotein	NMB0032		NGO_2047	
NGFG_01836		gene	membrane-bound lytic murein transglycosylase A	NMB0033		NGO_2048	
NGFG_01834		gene	FTR1 family protein	NMB0034		NGO_11035	
NGFG_01832		gene	UPF0409 lipoprotein	NMB0035	efeO	NGO_2050	efeO
NGFG_01831		gene	dye decolorizing peroxidase	NMB0036	efeB	NGO_2051	efeB
NGFG_01830		gene	phosphonoacetate hydrolase	NMB0037		NGO_2052	
NGFG_01829		gene	glmU protein	NMB0038	glmU	NGO_2053	glmU
NGFG_01828		gene	hypothetical protein	NMB0039		NGO_2054	
NGFG_01827		gene	ABC transporter periplasmic binding protein%2C thiB subfamily	NMB0041		NGO_2056	
NGFG_01826		gene	small conductance mechanosensitive ion channel protein	NMB0042		NGO_2057	
NGFG_01825	cinA	gene	competence/damage-inducible protein CinA	NMB0043		NGO_2058	
NGFG_01824		gene	peptide methionine sulfoxide reductase msrA/msrB	NMB0044	msrAB	NGO_2059	msrAB
NGFG_01822	ftsY	gene	signal recognition particle-docking protein FtsY	NMB0045	ftsY	NGO_2060	ftsY
NGFG_02483		gene	opacity protein	NMB1465		NGO_1040a	
NGFG_01821	pilE	gene	pilin pilE	NMB0018	pilE		
NGFG_01819		gene	pilin pilEuss2	NMB0023			
NGFG_01818		gene	pilin pilEuss3	NMB0023		NGO_11165	
NGFG_01817		gene	UDP-3-O-[3-hydroxymyristoyl] N-acetylglucosamine deacetylase	NMB0017		NGO_2065	
NGFG_02484		gene	pilin pilS2c1	NMB0023		NGO_11140	
NGFG_02485		gene	pilin pilS2c2	NMB0023			
NGFG_00001		gene	pilin invertase/transposase	NMB1552		NGO_1648	
NGFG_00002		gene	zona occludens toxin	NMB1551		NGO_1647	
NGFG_00003		gene	integral membrane protein	NMB1550		NGO_1646	
NGFG_02486		gene	TspB protein	NMB1548	tspB	NGO_1140	tspB
NGFG_00006		gene	hypothetical protein	NMB1547			
NGFG_00007		gene	hypothetical protein	NMB1546			
NGFG_00008		gene	hypothetical protein	NMB1545			
NGFG_00009		gene	hypothetical protein	NMB1544			
NGFG_00010		gene	phage replication initiation protein	NMB1543			
NGFG_02253		gene	pilin pilS1c12				
NGFG_02487		gene	pilin pilS1c3	NMB0019			
NGFG_00014		gene	pilin pilS1c456	NMB0025			
NGFG_00017		gene	1-acylglycerol-3-phosphate O-acyltransferase	NMB2034		NGO_2069	
NGFG_00018		gene	D%2CD-heptose 1%2C7-bisphosphate phosphatase	NMB2033	gmhB	NGO_2070	gmhB
NGFG_00021		gene	aromatic amino acid transporter	NMB2031		NGO_2073	
NGFG_00022		gene	3-demethylubiquinone-9 3-methyltransferase	NMB2030	ubiG	NGO_2074	ubiG
NGFG_00023		gene	homoserine kinase	NMB2029	thrB	NGO_2075	thrB
NGFG_00024		gene	thermoresistant glucokinase family carbohydrate kinase	NMB2028		NGO_2076	
NGFG_00025		gene	gluconate:H+ symporter (GntP) family transporter	NMB2027		NGO_2077	
NGFG_00027		gene	thiamine ABC transporter permease	NMB2026		NGO_2078	
NGFG_00028		gene	carbonic anhydrase	NMB2025		NGO_2079	
NGFG_00029		gene	nicotinate (nicotinamide) nucleotide adenylyltransferase	NMB2024	nadD	NGO_2080	nadD
NGFG_00030		gene	iojap-like ribosome-associated protein	NMB2023	rsfS	NGO_2081	rsfS
NGFG_00031		gene	ribosomal RNA large subunit methyltransferase H	NMB2022	rlmH	NGO_2082	rlmH
NGFG_00032		gene	Fe(2+)-trafficking protein family	NMB2021		NGO_2083	
NGFG_00033		gene	hypothetical protein	NMB2020		NGO_2084	
NGFG_00034		gene	phosphopantetheine adenylyltransferase	NMB2019	coaD	NGO_2085	coaD
NGFG_00035		gene	cell surface protein			NGO_2086	
NGFG_02488		gene	transposase	NMB1411		NGO_1256	
NGFG_00036		gene	iron complex ABC transporter ATP-binding protein	NMB1993		NGO_2088	
NGFG_00037		gene	hypothetical protein	NMB1992		NGO_2089	
NGFG_00038		gene	iron(III) ABC transporter permease	NMB1991		NGO_2090	
NGFG_00039		gene	iron complex ABC transporter permease	NMB1990		NGO_2091	
NGFG_00041		gene	iron complex ABC transporter substrate-binding protein	NMB1989		NGO_2092	
NGFG_00042		gene	TonB-dependent siderophore receptor	NMB1988		NGO_2093	
NGFG_00043		gene	chaperonin	NMB1973		NGO_2094	
NGFG_00044		gene	chaperonin	NMB1972	groL	NGO_2095	groL
NGFG_00045		gene	NSS family neurotransmitter:Na+ symporter	NMB1975		NGO_2096	
NGFG_02489		gene	hypothetical protein			NGO_11320	
NGFG_00046		gene	hypothetical protein			NGO_2097	
NGFG_00048		gene	diaminopimelate decarboxylase	NMB1976	lysA	NGO_2098	lysA
NGFG_00049		gene	lipoprotein	NMB1977		NGO_2099	
NGFG_00050	cyaY	gene	protein CyaY	NMB1978	cyaY	NGO_2100	cyaY
NGFG_00051		gene	hypothetical protein	NMB1980		NGO_2101	
NGFG_00052		gene	S-ribosylhomocysteine lyase	NMB1981	luxS	NGO_2102	luxS
NGFG_00054		gene	DNA polymerase I	NMB1982	polA	NGO_2103	polA
NGFG_00055		gene	hypothetical protein	NMB1983		NGO_2104	
NGFG_00056		gene	adhesion and penetration protein	NMB1985	app	NGO_2105	app
NGFG_00058	mnmE	gene	tRNA modification GTPase mnmE	NMB1987	mnmE	NGO_2107	mnmE
NGFG_00062		gene	hemoglobin-haptoglobin utilization protein B			NGO_2109	hupB
NGFG_00063		gene	hemoglobin receptor			NGO_11390	
NGFG_00064		gene	hypothetical protein	NMB1971		NGO_2111	
NGFG_00065		gene	para-aminobenzoate synthase component	NMB1970		NGO_2112	
NGFG_00067		gene	aldehyde dehydrogenase	NMB1968	aldA	NGO_11410	aldA
NGFG_00068		gene	aldehyde dehydrogenase				
NGFG_00069		gene	AraC family transcriptional regulator	NMB1967		NGO_11415	
NGFG_00070		gene	hypothetical protein	NMB1966		NGO_2116	
NGFG_00071		gene	ABC transporter permease	NMB1965	mlaE	NGO_2117	mlaE
NGFG_00072	mce	gene	ABC transporter substrate-binding protein virulence factor Mce	NMB1964	mlaD	NGO_2118	mlaD
NGFG_00073		gene	toluene tolerance protein	NMB1963	mlaC	NGO_2119	mlaC
NGFG_00074		gene	hypothetical protein	NMB1962		NGO_2120	
NGFG_00075		gene	lipoprotein	NMB1961		NGO_2121	
NGFG_00076		gene	hypothetical protein	NMB1960		NGO_2122	
NGFG_00077		gene	thioesterase	NMB1959		NGO_2123	
NGFG_00078		gene	thioredoxin	NMB1958		NGO_2124	
NGFG_02490		gene	galactoside O-acetyltransferase	NMB1957		NGO_2125	
NGFG_00081		gene	50S ribosomal protein L31	NMB1956	rpmE	NGO_2126	rpmE
NGFG_00082		gene	cadmium resistance transporter	NMB1955		NGO_2127	
NGFG_00083		gene	inner membrane protein	NMB1954		NGO_2128	
NGFG_00084		gene	stringent starvation protein A	NMB1953		NGO_2130	
NGFG_00085		gene	stringent starvation protein B	NMB1952		NGO_2131	
NGFG_00087		gene	GatB/Yqey domain protein	NMB1951		NGO_2133	
NGFG_00088		gene	30S ribosomal protein S21	NMB1950		NGO_2134	rpsU
NGFG_00089		gene	soluble lytic murein transglycosylase	NMB1949		NGO_2135	
NGFG_00091		gene	D-methionine ABC transporter ATP-binding protein	NMB1948		NGO_2137	
NGFG_00092		gene	D-methionine ABC transporter permease	NMB1947		NGO_2138	
NGFG_00093		gene	D-methionine ABC transporter substrate-binding protein	NMB1946		NGO_2139	
NGFG_00094		gene	polyprenyl P-hydroxybenzoate and phenylacrylic acid decarboxylase	NMB1945		NGO_2140	
NGFG_00095		gene	ParB-like chromosome partition protein	NMB1944		NGO_2141	
NGFG_00097		gene	ATP synthase I	NMB1941		NGO_2143	
NGFG_00098		gene	ATP synthase F0%2C subunit A	NMB1940	atpB	NGO_2144	atpB
NGFG_00099		gene	ATP synthase subunit C	NMB1939	atpE	NGO_2145	atpE
NGFG_00100		gene	ATP synthase F0%2C subunit B	NMB1938		NGO_2146	
NGFG_00101		gene	ATP synthase F1%2C subunit delta	NMB1937		NGO_2147	
NGFG_00102		gene	ATP synthase F1%2C subunit alpha	NMB1936		NGO_2148	
NGFG_00103		gene	ATP synthase F1%2C gamma chain	NMB1935	atpG	NGO_2149	atpG
NGFG_00104		gene	ATP synthase F1%2C subunit beta	NMB1934	atpD	NGO_2150	atpD
NGFG_00105		gene	ATP synthase F1%2C epsilon chain	NMB1933		NGO_2151	
NGFG_00106		gene	glycyl-tRNA synthetase alpha subunit	NMB1932	glyQ	NGO_2153	glyQ
NGFG_00107		gene	glycyl-tRNA synthetase beta subunit	NMB1930		NGO_2154	
NGFG_00109	lgtB	gene	lacto-N-neotetraose biosynthesis glycosyltransferase lgtB	NMB1928		NGO_2156	
NGFG_00110		gene	glycosyltransferase			NGO_11620	
NGFG_02228	lgtE	gene	lacto-N-neotetraose biosynthesis glycosyltransferase lgtE	NMB1926		NGO_2159	
NGFG_00113		gene	RsmE family RNA methyltransferase	NMB1925		NGO_2160	
NGFG_00114		gene	inositol-1-monophosphatase	NMB1924		NGO_2161	
NGFG_00115		gene	SEC-C domain-containing protein	NMB1923		NGO_2162	
NGFG_00116		gene	3-oxoacyl-[acyl-carrier-protein] reductase	NMB1921	fabG	NGO_2163	fabG
NGFG_00117		gene	GMP synthase [glutamine-hydrolyzing]	NMB1920	guaA	NGO_2164	guaA
NGFG_00118	msbA	gene	lipid A export ATP-binding/permease MsbA	NMB1919	msbA	NGO_2165	msbA
NGFG_00119		gene	malonyl CoA-acyl carrier protein transacylase	NMB1918	fabD	NGO_2166	fabD
NGFG_00120		gene	integral membrane protein	NMB1917		NGO_2167	
NGFG_00121		gene	3-oxoacyl-[acyl-carrier-protein] synthase 3	NMB1916		NGO_2168	
NGFG_02491		gene	hypothetical protein			NGO_11685	
NGFG_00124		gene	hypothetical protein	NMB1914		NGO_2170	
NGFG_00125		gene	phosphate acyltransferase	NMB1913	plsX	NGO_2171	plsX
NGFG_00126		gene	hypothetical protein	NMB1912		NGO_2172	
NGFG_00127		gene	50S ribosomal protein L32	NMB1911	rpmF	NGO_2173	rpmF
NGFG_00128		gene	hypothetical protein	NMB1910		NGO_2174	
NGFG_00129		gene	maf-like protein	NMB1909	maf	NGO_2175	maf
NGFG_00130		gene	16S rRNA (-2'-O)-methyltransferase	NMB1908		NGO_2177	
NGFG_00131	yidC	gene	preprotein translocase subunit YidC	NMB1907	yidC	NGO_2178	yidC
NGFG_00133		gene	hypothetical protein	NMB1906	yidD	NGO_2180	yidD
NGFG_00134		gene	ribonuclease P protein component	NMB1905		NGO_2181	
NGFG_00135		gene	50S ribosomal protein L34	NMB1904	rpmH	NGO_2182	rpmH
