locustag_in_Ngo	GN_in_Ngo	type_in_Ngo	product_in_Ngo	BlastHit	locustag_in_Nmen	GN_in_Nmen	type_in_Nmen	product_in_Nmen	locustag_in_FA1090	GN_in_FA1090	type_in_FA1090	product_in_FA1090
NGFG_01094		gene	hypothetical protein	"	FA1090"					NGO_0698		pseudogene	hydroxyacid dehydrogenase
NGFG_01093		gene	type I restriction enzyme%2C S subunit	"	FA1090"					NGO_0699		gene	restriction endonuclease subunit S
NGFG_01092		gene	hypothetical protein	"	FA1090"					NGO_0700		gene	hypothetical protein
NGFG_01091		gene	hypothetical protein	"	FA1090"					NGO_0701		gene	hypothetical protein
NGFG_01090		pseudogene		"	FA1090"					NGO_0702		gene	SAM-dependent DNA methyltransferase
NGFG_01088		gene	3%2C4-dihydroxy-2-butanone 4-phosphate synthase	"	Nmen	FA1090"	NMB1256	ribB	gene	3%2C4-dihydroxy-2-butanone-4-phosphate synthase	NGO_0704	ribB	gene	3%2C4-dihydroxy-2-butanone-4-phosphate synthase
NGFG_02310		gene	hypothetical protein	""								
NGFG_02311		gene	hypothetical protein	""								
NGFG_01087		pseudogene		"	FA1090"							gene	filamentous hemagglutinin N-terminal domain-containing protein
NGFG_01085		pseudogene		"	Nmen	FA1090"	NMB1762		gene	ShlB/FhaC/HecB family hemolysin secretion/activation protein	NGO_03725		gene	ShlB/FhaC/HecB family hemolysin secretion/activation protein
NGFG_01084		gene	hypothetical protein	"	FA1090"					NGO_0709		gene	hypothetical protein
NGFG_01083		gene	hypothetical protein	""								
NGFG_01081		gene	A/G-specific adenine glycosylase	"	Nmen	FA1090"	NMB1396	mutY	gene	A/G-specific adenine glycosylase	NGO_0710	mutY	gene	A/G-specific adenine glycosylase
NGFG_01080		gene	alcohol dehydrogenase	"	Nmen	FA1090"	NMB1395		gene	zinc-dependent alcohol dehydrogenase family protein	NGO_0711		pseudogene	zinc-dependent alcohol dehydrogenase family protein
NGFG_01078		gene	2-dehydro-3-deoxyphosphogluconate aldolase/4-hydroxy-2-oxoglutarate aldolase	"	Nmen	FA1090"	NMB1394		gene	bifunctional 4-hydroxy-2-oxoglutarate aldolase/2-dehydro-3-deoxy-phosphogluconate aldolase	NGO_0713		gene	bifunctional 4-hydroxy-2-oxoglutarate aldolase/2-dehydro-3-deoxy-phosphogluconate aldolase
NGFG_01077		gene	phosphogluconate dehydratase	"	Nmen	FA1090"	NMB1393	edd	gene	phosphogluconate dehydratase	NGO_0714	edd	gene	phosphogluconate dehydratase
NGFG_01076		gene	glucose-6-phosphate dehydrogenase	"	Nmen	FA1090"	NMB1392	zwf	gene	glucose-6-phosphate dehydrogenase	NGO_0715	zwf	gene	glucose-6-phosphate dehydrogenase
NGFG_01075		gene	6-phosphogluconolactonase	"	Nmen	FA1090"	NMB1391	pgl	gene	6-phosphogluconolactonase	NGO_0716	pgl	gene	6-phosphogluconolactonase
NGFG_01074		gene	glucokinase	"	Nmen	FA1090"	NMB1390		gene	glucokinase	NGO_0717		gene	glucokinase
NGFG_01073		gene	RpiR family transcriptional regulator	"	Nmen	FA1090"	NMB1389	hexR	gene	DNA-binding transcriptional regulator HexR	NGO_0718	hexR	gene	DNA-binding transcriptional regulator HexR
NGFG_01072		gene	glucose-6-phosphate isomerase 1	"	Nmen	FA1090"	NMB1388	pgi	gene	glucose-6-phosphate isomerase	NGO_0719	pgi	gene	glucose-6-phosphate isomerase
NGFG_01070		gene	phage protein	"	FA1090"					NGO_0721		gene	DUF1311 domain-containing protein
NGFG_01069		gene	hypothetical protein	"	FA1090"					NGO_0722		gene	hypothetical protein
NGFG_01068		gene	hypothetical protein	"	FA1090"					NGO_0723		gene	type II toxin-antitoxin system HicB family antitoxin
NGFG_02312		gene	hypothetical protein	"	Nmen"	NMB1119		gene	hypothetical protein				
NGFG_01064		gene	proteic killer suppression protein	""								
NGFG_01063		gene	plasmid maintenance system antidote protein	""								
NGFG_01062		gene	phage protein	""								
NGFG_01061		pseudogene		"	Nmen	FA1090"	NMB1115		gene	tail fiber protein			pseudogene	tail fiber protein
NGFG_01060		gene	phage tail protein I	"	FA1090"					NGO_0725a		gene	phage tail protein
NGFG_01059		gene	phage baseplate assembly protein	"	FA1090"					NGO_0727		pseudogene	baseplate protein
NGFG_01058		gene	phage protein	"	FA1090"					NGO_03855		gene	GPW/gp25 family protein
NGFG_01057		pseudogene		"	FA1090"					NGO_03860		gene	baseplate assembly protein
NGFG_01056		gene	phage protein	"	Nmen	FA1090"			gene	helix-turn-helix transcriptional regulator	NGO_0729		gene	helix-turn-helix transcriptional regulator
NGFG_02313		gene	transposase	"	Nmen	FA1090"	NMB1411		gene	IS1595 family transposase	NGO_0528		gene	IS1595 family transposase
NGFG_01055		gene	phage protein	"	Nmen	FA1090"			gene	hypothetical protein	NGO_0731		gene	hypothetical protein
NGFG_01054		gene	phage protein	"	Nmen	FA1090"			gene	hypothetical protein	NGO_0732		gene	hypothetical protein
NGFG_01053		gene	hypothetical protein	""								
NGFG_01052		gene	phage integrase	"	FA1090"					NGO_03890		pseudogene	integrase arm-type DNA-binding domain-containing protein
NGFG_01051		gene	ferredoxin-NADP+ reductase	"	Nmen	FA1090"	NMB1450		gene	ferredoxin--NADP reductase	NGO_0734		gene	ferredoxin--NADP reductase
NGFG_01049		pseudogene		"	Nmen"	NMB1767		gene	hypothetical protein				
NGFG_01048		gene	DNA polymerase IV	"	Nmen	FA1090"	NMB1448	dinB	pseudogene	DNA polymerase IV	NGO_0738	dinB	gene	DNA polymerase IV
NGFG_01047		pseudogene		"	Nmen	FA1090"	NMB1447	rep	gene	DNA helicase Rep	NGO_0739	rep	gene	DNA helicase Rep
NGFG_01046		gene	3-dehydroquinate dehydratase	"	Nmen	FA1090"	NMB1446		gene	type I 3-dehydroquinate dehydratase	NGO_0740		gene	type I 3-dehydroquinate dehydratase
NGFG_01045	recA	gene	protein recA	"	Nmen	FA1090"	NMB1445	recA	gene	recombinase RecA	NGO_0741	recA	gene	recombinase RecA
NGFG_01044		gene	UPF0133 protein	"	Nmen	FA1090"	NMB1444		gene	YbaB/EbfC family nucleoid-associated protein	NGO_0742		gene	YbaB/EbfC family nucleoid-associated protein
NGFG_01043	tau	gene	DNA polymerase III%2C subunit gamma and tau	"	Nmen	FA1090"	NMB1443	dnaX	gene	DNA polymerase III subunit gamma/tau	NGO_0743	dnaX	gene	DNA polymerase III subunit gamma/tau
NGFG_01042		pseudogene		"	Nmen	FA1090"	NMB1442	mutL	gene	DNA mismatch repair endonuclease MutL	NGO_0744	mutL	gene	DNA mismatch repair endonuclease MutL
NGFG_01041		gene	hypothetical protein	"	Nmen	FA1090"	NMB1441a		gene	DUF3460 family protein	NGO_0745		gene	DUF3460 family protein
NGFG_01040		gene	O-methyltransferase	"	Nmen	FA1090"	NMB1441		gene	O-methyltransferase	NGO_0746		gene	O-methyltransferase
NGFG_01039		gene	hypothetical protein	"	Nmen	FA1090"	NMB1440		gene	tetratricopeptide repeat protein	NGO_0747		gene	tetratricopeptide repeat protein
NGFG_01038		gene	phosphoribosylaminoimidazole carboxylase%2C catalytic subunit	"	Nmen	FA1090"	NMB1439	purE	gene	5-(carboxyamino)imidazole ribonucleotide mutase	NGO_0748	purE	gene	5-(carboxyamino)imidazole ribonucleotide mutase
NGFG_02314		gene	hypothetical protein	"	Nmen	FA1090"	NMB1736		gene	IS630 family transposase	NGO_00200		gene	transposase
NGFG_02315		gene	hypothetical protein	""								
NGFG_01037		gene	outer membrane autotransporter barrel domain-containing protein	"	FA1090"					NGO_0751		gene	autotransporter outer membrane beta-barrel domain-containing protein
NGFG_01036	narL	gene	two-component system%2C NarL family%2C nitrate/nitrite response regulator NarL	"	Nmen	FA1090"	NMB1250		gene	response regulator transcription factor	NGO_0752		gene	response regulator transcription factor
NGFG_01035	narX	gene	two-component system%2C NarL family%2C nitrate/nitrite sensor kinase NarX	"	Nmen	FA1090"	NMB1249		gene	nitrate/nitrite sensor histidine kinase	NGO_0753		gene	type IV pili methyl-accepting chemotaxis transducer N-terminal domain-containing protein
NGFG_01034		gene	molybdopterin-guanine dinucleotide biosynthesis protein A	"	FA1090"					NGO_0754		gene	molybdenum cofactor guanylyltransferase
NGFG_01033		gene	riboflavin synthase%2C alpha subunit	"	Nmen	FA1090"			pseudogene	riboflavin synthase subunit alpha	NGO_0755		gene	riboflavin synthase
NGFG_01032		gene	hypothetical protein	"	Nmen	FA1090"	NMB1246		gene	ATP-binding protein	NGO_0756		gene	ATP-binding protein
NGFG_01031		gene	hypothetical protein	"	Nmen	FA1090"			gene	Spy/CpxP family protein refolding chaperone	NGO_0757		gene	Spy/CpxP family protein refolding chaperone
NGFG_01030		gene	ribulose-phosphate 3-epimerase	"	Nmen	FA1090"	NMB1244	rpe	gene	ribulose-phosphate 3-epimerase	NGO_0758	rpe	gene	ribulose-phosphate 3-epimerase
NGFG_01029	ruvB	gene	Holliday junction ATP-dependent DNA helicase ruvB	"	Nmen	FA1090"	NMB1243	ruvB	gene	Holliday junction branch migration DNA helicase RuvB	NGO_0760	ruvB	gene	Holliday junction branch migration DNA helicase RuvB
NGFG_01028		gene	hypothetical protein	"	Nmen	FA1090"	NMB1242		gene	hypothetical protein	NGO_0761		gene	hypothetical protein
NGFG_01027		gene	multifunctional CCA protein	"	Nmen	FA1090"	NMB1241		gene	multifunctional CCA addition/repair protein	NGO_0763		gene	multifunctional CCA addition/repair protein
NGFG_01026		gene	ABC transporter ATP-binding protein	"	Nmen	FA1090"	NMB1240		gene	ABC-F family ATPase	NGO_0764		gene	ABC-F family ATPase
NGFG_01025		gene	ArsC family protein	"	Nmen	FA1090"	NMB1239		gene	arsenate reductase	NGO_0765		gene	arsenate reductase
NGFG_01024		gene	peptidyl-prolyl cis-trans isomerase D	"	Nmen	FA1090"	NMB1238		gene	SurA N-terminal domain-containing protein	NGO_0766		gene	SurA N-terminal domain-containing protein
NGFG_01023	recR	gene	recombination protein recR	"	Nmen	FA1090"	NMB1237	recR	gene	recombination protein RecR	NGO_0767	recR	gene	recombination protein RecR
NGFG_01022		gene	hypothetical protein	"	Nmen	FA1090"	NMB1236		gene	hypothetical protein	NGO_04070		pseudogene	hypothetical protein
NGFG_01020	lolC	gene	lipoprotein-releasing system transmembrane protein lolC	"	Nmen	FA1090"	NMB1235		gene	lipoprotein-releasing ABC transporter permease subunit	NGO_0769		gene	lipoprotein-releasing ABC transporter permease subunit
NGFG_01019	lolD	gene	lipoprotein-releasing system ATP-binding protein LolD	"	Nmen	FA1090"	NMB1234	lolD	gene	lipoprotein-releasing ABC transporter ATP-binding protein LolD	NGO_0770	lolD	gene	lipoprotein-releasing ABC transporter ATP-binding protein LolD
NGFG_01018		gene	exodeoxyribonuclease V%2C alpha subunit	"	Nmen	FA1090"	NMB1233	recD	gene	exodeoxyribonuclease V subunit alpha	NGO_0771	recD	gene	exodeoxyribonuclease V subunit alpha
NGFG_01016		gene	hypothetical protein	"	FA1090"					NGO_04090		pseudogene	class I SAM-dependent methyltransferase
NGFG_02316		gene	hypothetical protein	"	FA1090"					NGO_0773		gene	transposase
NGFG_01015		gene	hypothetical protein	"	FA1090"					NGO_04100		pseudogene	methyltransferase
NGFG_01014		gene	ATP-dependent protease La	"	Nmen	FA1090"	NMB1231	lon	gene	endopeptidase La	NGO_0775	lon	gene	endopeptidase La
NGFG_01012		gene	DNA-binding protein HU-beta	"	Nmen	FA1090"	NMB1230		gene	HU family DNA-binding protein	NGO_0777		gene	HU family DNA-binding protein
NGFG_01011		gene	hypothetical protein	"	Nmen	FA1090"	NMB1229		gene	hypothetical protein	NGO_0778		gene	hypothetical protein
NGFG_01010		gene	homoserine dehydrogenase	"	Nmen	FA1090"	NMB1228		gene	homoserine dehydrogenase	NGO_0779		gene	homoserine dehydrogenase
NGFG_01009		gene	hypothetical protein	"	Nmen	FA1090"	NMB1227		gene	Mth938-like domain-containing protein	NGO_0780		gene	Mth938-like domain-containing protein
NGFG_01008		gene	ABC transporter ATP-binding protein	"	Nmen	FA1090"	NMB1226		gene	ATP-binding cassette domain-containing protein	NGO_0781		gene	ATP-binding cassette domain-containing protein
NGFG_01006		gene	hypothetical protein	"	Nmen	FA1090"	NMB1225		gene	hypothetical protein	NGO_0783		gene	hypothetical protein
NGFG_01005		gene	hypothetical protein	""								
NGFG_01004		gene	TraD protein	""								
NGFG_01003		gene	conjugative coupling factor TraD%2C PFGI-1 class	""								
NGFG_01002	traI	gene	conjugal transfer pilus assembly protein TraI	""								
NGFG_01001		gene	hypothetical protein	""								
NGFG_01000		gene	LtgX protein	""								
NGFG_00999		gene	hypothetical protein	""								
NGFG_00998	traA	gene	conjugal transfer pilus assembly protein TraA	""								
NGFG_00997	traL	gene	type IV conjugative transfer system protein TraL	""								
NGFG_00996	traE	gene	type IV conjugative transfer system protein TraE	""								
NGFG_00995	traK	gene	type-F conjugative transfer system secretin TraK	""								
NGFG_00994	traB	gene	conjugal transfer pilus assembly protein TraB	""								
NGFG_00993	dsbC	gene	thiol:disulfide interchange protein DsbC	""								
NGFG_00992	traV	gene	type IV conjugative transfer system protein TraV	""								
NGFG_00991	traC	gene	type-IV secretion system protein TraC	""								
NGFG_00990		gene	hypothetical protein	""								
NGFG_00989	trbI	gene	conjugal transfer pilin signal peptidase TrbI	""								
NGFG_00988	traW	gene	type-F conjugative transfer system protein TraW	""								
NGFG_00987	traU	gene	conjugal transfer pilus assembly protein TraU	""								
NGFG_00986	trbC	gene	type-F conjugative transfer system pilin assembly protein TrbC	""								
NGFG_00985		gene	hypothetical protein	""								
NGFG_00984	traN	gene	conjugal transfer mating pair stabilization protein TraN	""								
NGFG_00983		gene	hypothetical protein	""								
NGFG_00982	traF	gene	conjugal transfer pilus assembly protein TraF	""								
NGFG_00981	traH	gene	conjugative transfer pilus assembly protein TraH	""								
NGFG_00980	traG	gene	conjugal transfer mating pair stabilization protein TraG	""								
NGFG_00979		gene	hypothetical protein	""								
NGFG_00978		gene	hypothetical protein	""								
NGFG_00976		gene	CspA protein	""								
NGFG_00975		gene	hypothetical protein	""								
NGFG_00974		gene	hypothetical protein	""								
NGFG_00973		gene	hypothetical protein	""								
NGFG_00972		gene	hypothetical protein	""								
NGFG_00971		gene	hypothetical protein	""								
NGFG_00970		gene	hypothetical protein	""								
NGFG_00969		gene	hypothetical protein	""								
NGFG_02317		gene	hypothetical protein	""								
NGFG_00968		gene	hypothetical protein	""								
NGFG_00967		gene	hypothetical protein	""								
NGFG_00966		gene	hypothetical protein	""								
NGFG_00965		pseudogene		""								
NGFG_00964		gene	hypothetical protein	""								
NGFG_02318		gene	hypothetical protein	""								
NGFG_02319		gene	hypothetical protein	""								
NGFG_00963		gene	hypothetical protein	""								
NGFG_00962		gene	hypothetical protein	""								
NGFG_00961		gene	acetyltransferase	""								
NGFG_00960		gene	hypothetical protein	""								
NGFG_02320		gene	hypothetical protein	""								
NGFG_02209		gene	hypothetical protein	""								
NGFG_02321		gene	hypothetical protein	""								
NGFG_00959		gene	hypothetical protein	""								
NGFG_00958		gene	hypothetical protein	""								
NGFG_00956		gene	hypothetical protein	""								
NGFG_00955		gene	hypothetical protein	""								
NGFG_00954		gene	hypothetical protein	""								
NGFG_00953		gene	DNA topoisomerase III	""								
NGFG_00952		gene	single-strand DNA-binding protein	""								
NGFG_00951		pseudogene		""								
NGFG_00950		gene	integrating conjugative element protein	""								
NGFG_00949		gene	hypothetical protein	""								
NGFG_00948		gene	hypothetical protein	""								
NGFG_00947		gene	hypothetical protein	""								
NGFG_00946		gene	chromosome partitioning protein ParB family protein	""								
NGFG_00945		gene	hypothetical protein	""								
NGFG_00943		gene	uracil-DNA glycosylase	"	Nmen	FA1090"	NMB1222	ung	gene	uracil-DNA glycosylase	NGO_0786	ung	gene	uracil-DNA glycosylase
NGFG_00942		gene	hypothetical protein	"	Nmen	FA1090"	NMB1221		gene	NfeD family protein	NGO_0787		gene	NfeD family protein
NGFG_00941		gene	outer membrane protein	"	Nmen	FA1090"	NMB1220		gene	paraslipin	NGO_0788		gene	paraslipin
NGFG_00940		gene	hypothetical protein	"	Nmen	FA1090"	NMB1219		gene	AI-2E family transporter	NGO_0789		gene	AI-2E family transporter
NGFG_00938		gene	UPF0250 protein	"	Nmen	FA1090"	NMB1218		gene	YbeD family protein	NGO_0791		gene	YbeD family protein
NGFG_00937		gene	octanoyltransferase	"	Nmen	FA1090"	NMB1217	lipB	gene	lipoyl(octanoyl) transferase LipB	NGO_0792	lipB	gene	lipoyl(octanoyl) transferase LipB
NGFG_00936		gene	lipoyl synthase	"	Nmen	FA1090"	NMB1216	lipA	gene	lipoyl synthase	NGO_0793	lipA	gene	lipoyl synthase
NGFG_00934		gene	bacterioferritin A	"	Nmen	FA1090"	NMB1207	bfr	gene	bacterioferritin	NGO_0794	bfr	gene	bacterioferritin
NGFG_00933		gene	bacterioferritin B	"	Nmen	FA1090"	NMB1206	bfr	gene	bacterioferritin	NGO_0795	bfr	gene	bacterioferritin
NGFG_00932		gene	transcriptional regulator	"	Nmen	FA1090"	NMB1204		gene	helix-turn-helix transcriptional regulator	NGO_0797		gene	helix-turn-helix transcriptional regulator
NGFG_00931		gene	[protein-PII] uridylyltransferase	"	Nmen	FA1090"	NMB1203	glnD	gene	[protein-PII] uridylyltransferase	NGO_0798	glnD	gene	[protein-PII] uridylyltransferase
NGFG_00930		gene	inosine-5'-monophosphate dehydrogenase	"	Nmen	FA1090"	NMB1201	guaB	gene	IMP dehydrogenase	NGO_0799	guaB	gene	IMP dehydrogenase
NGFG_00928		gene	ribonuclease R	"	Nmen	FA1090"	NMB1200	rnr	gene	ribonuclease R	NGO_0801	rnr	gene	ribonuclease R
NGFG_06013		tRNA	tRNA-Leu	""								
NGFG_06014		tRNA	tRNA-Ser	""								
NGFG_00926		gene	GTP-binding protein TypA/BipA	"	Nmen	FA1090"	NMB1199	typA	gene	translational GTPase TypA	NGO_0803	typA	gene	translational GTPase TypA
NGFG_00925		gene	carbohydrate kinase	"	Nmen	FA1090"	NMB1159		gene	NAD(P)H-hydrate dehydratase	NGO_0804		gene	NAD(P)H-hydrate dehydratase
NGFG_00924		gene	nickel-dependent hydrogenase%2C b-type cytochrome subunit	"	Nmen	FA1090"	NMB1158		gene	cytochrome b/b6 domain-containing protein	NGO_0805		gene	cytochrome b/b6 domain-containing protein
NGFG_00923		gene	siroheme synthase	"	FA1090"					NGO_0806		gene	sulfate adenylate transferase
NGFG_00922		gene	sulfite reductase [NADPH] flavoprotein alpha-component	""								
NGFG_00921		gene	sulfite reductase [NADPH] flavoprotein alpha-component	"	Nmen	FA1090"	NMB1152		gene	assimilatory sulfite reductase (NADPH) flavoprotein subunit	NGO_04265		pseudogene	assimilatory sulfite reductase (NADPH) flavoprotein subunit
NGFG_00920		gene	sulfite reductase [NADPH] hemoprotein beta-component	""								
NGFG_00919		gene	sulfite reductase [NADPH] hemoprotein beta-component	"	Nmen	FA1090"	NMB1151	cysI	gene	assimilatory sulfite reductase (NADPH) hemoprotein subunit	NGO_04270	cysI	pseudogene	assimilatory sulfite reductase (NADPH) hemoprotein subunit
NGFG_00918		gene	dihydroxy-acid dehydratase	"	Nmen	FA1090"	NMB1150	ilvD	gene	dihydroxy-acid dehydratase	NGO_0809	ilvD	gene	dihydroxy-acid dehydratase
NGFG_02322		gene	hypothetical protein	"	Nmen	FA1090"	NMB1147		gene	CapA family protein			pseudogene	CapA family protein
NGFG_00914		gene	biotin synthase	"	Nmen	FA1090"	NMB1146	bioB	gene	biotin synthase BioB	NGO_0813	bioB	gene	biotin synthase BioB
NGFG_00913		gene	UDP-N-acetylmuramate:L-alanyl-gamma-D-glutamyl-meso-diaminopimelate ligase	"	Nmen	FA1090"	NMB1145	mpl	gene	UDP-N-acetylmuramate:L-alanyl-gamma-D-glutamyl-meso-diaminopimelate ligase	NGO_0815	mpl	gene	UDP-N-acetylmuramate:L-alanyl-gamma-D-glutamyl-meso-diaminopimelate ligase
NGFG_00912		gene	hypothetical protein	"	Nmen	FA1090"	NMB1144		gene	hypothetical protein	NGO_0816		gene	DUF4124 domain-containing protein
NGFG_00911		gene	hypothetical protein	"	Nmen	FA1090"	NMB1143		gene	hypothetical protein	NGO_04310		gene	hypothetical protein
NGFG_00910		gene	hypothetical protein	"	Nmen	FA1090"			gene	hypothetical protein	NGO_0818		gene	hypothetical protein
NGFG_00909		gene	TrmH family RNA methyltransferase	"	Nmen	FA1090"	NMB1141		gene	RNA methyltransferase	NGO_0819		gene	RNA methyltransferase
NGFG_00908		gene	tRNA(Ile)-lysidine synthase	"	Nmen	FA1090"	NMB1140	tilS	gene	tRNA lysidine(34) synthetase TilS	NGO_0820	tilS	gene	tRNA lysidine(34) synthetase TilS
NGFG_00907		gene	acetyl-coenzyme A carboxylase carboxyl transferase subunit alpha	"	Nmen	FA1090"	NMB1139		gene	acetyl-CoA carboxylase carboxyltransferase subunit alpha	NGO_0821		gene	acetyl-CoA carboxylase carboxyltransferase subunit alpha
NGFG_00906		gene	hsp15-like protein	"	Nmen	FA1090"	NMB1138		gene	RNA-binding S4 domain-containing protein	NGO_0822		gene	RNA-binding S4 domain-containing protein
NGFG_00905	iscX	gene	FeS assembly protein IscX	"	Nmen	FA1090"	NMB1137	iscX	gene	Fe-S cluster assembly protein IscX	NGO_0823	iscX	gene	Fe-S cluster assembly protein IscX
NGFG_00903		gene	hypothetical protein	"	Nmen	FA1090"	NMB1135a		gene	hypothetical protein			pseudogene	amino acid permease
NGFG_00901		gene	ferredoxin%2C 2Fe-2S type%2C ISC system protein	"	Nmen	FA1090"	NMB1134	fdx	gene	ISC system 2Fe-2S type ferredoxin	NGO_0825	fdx	gene	ISC system 2Fe-2S type ferredoxin
NGFG_00900		gene	hypothetical protein	"	Nmen	FA1090"	NMB1133		gene	DUF2314 domain-containing protein	NGO_0826		gene	DUF2314 domain-containing protein
