locustag_in_Ngo	gene	gene_takenfrom	locustag_in_Nmen	locustag_in_FA1090	product_in_Ngo	product_in_Nmen	product_in_FA1090
NGFG_01009			NMB1227	NGO_0780	hypothetical protein	Mth938-like domain-containing protein	Mth938-like domain-containing protein
NGFG_01008			NMB1226	NGO_0781	ABC transporter ATP-binding protein	ATP-binding cassette domain-containing protein	ATP-binding cassette domain-containing protein
NGFG_01006			NMB1225	NGO_0783	hypothetical protein	hypothetical protein	hypothetical protein
NGFG_01005					hypothetical protein		
NGFG_01004					TraD protein		
NGFG_01003					conjugative coupling factor TraD%2C PFGI-1 class		
NGFG_01002					conjugal transfer pilus assembly protein TraI		
NGFG_01001					hypothetical protein		
NGFG_01000					LtgX protein		
NGFG_00999					hypothetical protein		
NGFG_00998					conjugal transfer pilus assembly protein TraA		
NGFG_00997					type IV conjugative transfer system protein TraL		
NGFG_00996					type IV conjugative transfer system protein TraE		
NGFG_00995					type-F conjugative transfer system secretin TraK		
NGFG_00994					conjugal transfer pilus assembly protein TraB		
NGFG_00993					thiol:disulfide interchange protein DsbC		
NGFG_00992					type IV conjugative transfer system protein TraV		
NGFG_00991					type-IV secretion system protein TraC		
NGFG_00990					hypothetical protein		
NGFG_00989					conjugal transfer pilin signal peptidase TrbI		
NGFG_00988					type-F conjugative transfer system protein TraW		
NGFG_00987					conjugal transfer pilus assembly protein TraU		
NGFG_00986					type-F conjugative transfer system pilin assembly protein TrbC		
NGFG_00985					hypothetical protein		
NGFG_00984					conjugal transfer mating pair stabilization protein TraN		
NGFG_00983					hypothetical protein		
NGFG_00982					conjugal transfer pilus assembly protein TraF		
NGFG_00981					conjugative transfer pilus assembly protein TraH		
NGFG_00980					conjugal transfer mating pair stabilization protein TraG		
NGFG_00979					hypothetical protein		
NGFG_00978					hypothetical protein		
NGFG_00976					CspA protein		
NGFG_00975					hypothetical protein		
NGFG_00974					hypothetical protein		
NGFG_00973					hypothetical protein		
NGFG_00972					hypothetical protein		
NGFG_00971					hypothetical protein		
NGFG_00970					hypothetical protein		
NGFG_00969					hypothetical protein		
NGFG_02317					hypothetical protein		
NGFG_00968					hypothetical protein		
NGFG_00967					hypothetical protein		
NGFG_00966					hypothetical protein		
NGFG_00965							
NGFG_00964					hypothetical protein		
NGFG_02318					hypothetical protein		
NGFG_02319					hypothetical protein		
NGFG_00963					hypothetical protein		
NGFG_00962					hypothetical protein		
NGFG_00961					acetyltransferase		
NGFG_00960					hypothetical protein		
NGFG_02320					hypothetical protein		
NGFG_02209					hypothetical protein		
NGFG_02321					hypothetical protein		
NGFG_00959					hypothetical protein		
NGFG_00958					hypothetical protein		
NGFG_00956					hypothetical protein		
NGFG_00955					hypothetical protein		
NGFG_00954					hypothetical protein		
NGFG_00953					DNA topoisomerase III		
NGFG_00952					single-strand DNA-binding protein		
NGFG_00951							
NGFG_00950					integrating conjugative element protein		
NGFG_00949					hypothetical protein		
NGFG_00948					hypothetical protein		
NGFG_00947					hypothetical protein		
NGFG_00946					chromosome partitioning protein ParB family protein		
NGFG_00945					hypothetical protein		
NGFG_00943	ung	Nmen_FA1090_fromgene	NMB1222	NGO_0786	uracil-DNA glycosylase	uracil-DNA glycosylase	uracil-DNA glycosylase
NGFG_00942			NMB1221	NGO_0787	hypothetical protein	NfeD family protein	NfeD family protein
NGFG_00941			NMB1220	NGO_0788	outer membrane protein	paraslipin	paraslipin
NGFG_00940			NMB1219	NGO_0789	hypothetical protein	AI-2E family transporter	AI-2E family transporter
NGFG_00938			NMB1218	NGO_0791	UPF0250 protein	YbeD family protein	YbeD family protein
NGFG_00937	lipB	Nmen_FA1090_fromgene	NMB1217	NGO_0792	octanoyltransferase	lipoyl(octanoyl) transferase LipB	lipoyl(octanoyl) transferase LipB
NGFG_00936	lipA	Nmen_FA1090_fromgene	NMB1216	NGO_0793	lipoyl synthase	lipoyl synthase	lipoyl synthase
NGFG_00934	bfr	Nmen_FA1090_fromgene	NMB1207	NGO_0794	bacterioferritin A	bacterioferritin	bacterioferritin
NGFG_00933	bfr	Nmen_FA1090_fromgene	NMB1206	NGO_0795	bacterioferritin B	bacterioferritin	bacterioferritin
NGFG_00932			NMB1204	NGO_0797	transcriptional regulator	helix-turn-helix transcriptional regulator	helix-turn-helix transcriptional regulator
NGFG_00931	glnD	Nmen_FA1090_fromgene	NMB1203	NGO_0798	[protein-PII] uridylyltransferase	[protein-PII] uridylyltransferase	[protein-PII] uridylyltransferase
NGFG_00930	guaB	Nmen_FA1090_fromgene	NMB1201	NGO_0799	inosine-5'-monophosphate dehydrogenase	IMP dehydrogenase	IMP dehydrogenase
NGFG_00928	rnr	Nmen_FA1090_fromgene	NMB1200	NGO_0801	ribonuclease R	ribonuclease R	ribonuclease R
NGFG_06013			NMBt34	NGO_t14	tRNA-Leu	tRNA-Leu	tRNA-Leu
NGFG_06014			NMBt33	NGO_t15	tRNA-Ser	tRNA-Ser	tRNA-Ser
NGFG_00926	typA	Nmen_FA1090_fromgene	NMB1199	NGO_0803	GTP-binding protein TypA/BipA	translational GTPase TypA	translational GTPase TypA
NGFG_00925			NMB1159	NGO_0804	carbohydrate kinase	NAD(P)H-hydrate dehydratase	NAD(P)H-hydrate dehydratase
NGFG_00924			NMB1158	NGO_0805	nickel-dependent hydrogenase%2C b-type cytochrome subunit	cytochrome b/b6 domain-containing protein	cytochrome b/b6 domain-containing protein
NGFG_00923			NMB1153	NGO_0806	siroheme synthase	sulfate adenylyltransferase subunit 1	sulfate adenylate transferase
NGFG_00922			NMB1152	NGO_04265	sulfite reductase [NADPH] flavoprotein alpha-component	assimilatory sulfite reductase (NADPH) flavoprotein subunit	assimilatory sulfite reductase (NADPH) flavoprotein subunit
NGFG_00921			NMB1152	NGO_04265	sulfite reductase [NADPH] flavoprotein alpha-component	assimilatory sulfite reductase (NADPH) flavoprotein subunit	assimilatory sulfite reductase (NADPH) flavoprotein subunit
NGFG_00920	cysI	Nmen_FA1090_fromgene	NMB1151	NGO_04270	sulfite reductase [NADPH] hemoprotein beta-component	assimilatory sulfite reductase (NADPH) hemoprotein subunit	assimilatory sulfite reductase (NADPH) hemoprotein subunit
NGFG_00919	cysI	Nmen_FA1090_fromgene	NMB1151	NGO_04270	sulfite reductase [NADPH] hemoprotein beta-component	assimilatory sulfite reductase (NADPH) hemoprotein subunit	assimilatory sulfite reductase (NADPH) hemoprotein subunit
NGFG_00918	ilvD	Nmen_FA1090_fromgene	NMB1150	NGO_0809	dihydroxy-acid dehydratase	dihydroxy-acid dehydratase	dihydroxy-acid dehydratase
NGFG_02322			NMB1147		hypothetical protein	CapA family protein	CapA family protein
NGFG_00914	bioB	Nmen_FA1090_fromgene	NMB1146	NGO_0813	biotin synthase	biotin synthase BioB	biotin synthase BioB
NGFG_00913	mpl	Nmen_FA1090_fromgene	NMB1145	NGO_0815	UDP-N-acetylmuramate:L-alanyl-gamma-D-glutamyl-meso-diaminopimelate ligase	UDP-N-acetylmuramate:L-alanyl-gamma-D-glutamyl-meso-diaminopimelate ligase	UDP-N-acetylmuramate:L-alanyl-gamma-D-glutamyl-meso-diaminopimelate ligase
NGFG_00912			NMB1144	NGO_0816	hypothetical protein	hypothetical protein	DUF4124 domain-containing protein
NGFG_00911			NMB1143	NGO_04310	hypothetical protein	hypothetical protein	hypothetical protein
NGFG_00910				NGO_0818	hypothetical protein	hypothetical protein	hypothetical protein
NGFG_00909			NMB1141	NGO_0819	TrmH family RNA methyltransferase	RNA methyltransferase	RNA methyltransferase
NGFG_00908	tilS	Nmen_FA1090_fromgene	NMB1140	NGO_0820	tRNA(Ile)-lysidine synthase	tRNA lysidine(34) synthetase TilS	tRNA lysidine(34) synthetase TilS
NGFG_00907			NMB1139	NGO_0821	acetyl-coenzyme A carboxylase carboxyl transferase subunit alpha	acetyl-CoA carboxylase carboxyltransferase subunit alpha	acetyl-CoA carboxylase carboxyltransferase subunit alpha
NGFG_00906			NMB1138	NGO_0822	hsp15-like protein	RNA-binding S4 domain-containing protein	RNA-binding S4 domain-containing protein
NGFG_00905	iscX	Nmen_FA1090_fromgene	NMB1137	NGO_0823	FeS assembly protein IscX	Fe-S cluster assembly protein IscX	Fe-S cluster assembly protein IscX
NGFG_00903			NMB1135a		hypothetical protein	hypothetical protein	amino acid permease
NGFG_00901	fdx	Nmen_FA1090_fromgene	NMB1134	NGO_0825	ferredoxin%2C 2Fe-2S type%2C ISC system protein	ISC system 2Fe-2S type ferredoxin	ISC system 2Fe-2S type ferredoxin
NGFG_00900			NMB1133	NGO_0826	hypothetical protein	DUF2314 domain-containing protein	DUF2314 domain-containing protein
NGFG_00899			NMB1132	NGO_0827	hypothetical protein	GIY-YIG nuclease family protein	GIY-YIG nuclease family protein
NGFG_00898	hscA	Nmen_FA1090_fromgene	NMB1131	NGO_0829	Fe-S protein assembly chaperone HscA	Fe-S protein assembly chaperone HscA	Fe-S protein assembly chaperone HscA
NGFG_00897	hpnD	Nmen_FA1090_fromgene	NMB1130	NGO_0830	squalene synthase HpnD	presqualene diphosphate synthase HpnD	presqualene diphosphate synthase HpnD
NGFG_00896			NMB1128	NGO_0831	oxidoreductase	NAD(P)/FAD-dependent oxidoreductase	FAD-dependent oxidoreductase
NGFG_00895			NMB1127	NGO_0832	short chain dehydrogenase	SDR family oxidoreductase	SDR family oxidoreductase
NGFG_00894			NMB1126	NGO_0834	lipoprotein	CsgG/HfaB family protein	CsgG/HfaB family protein
NGFG_00893			NMB1125	NGO_04400	hypothetical protein	DUF4810 domain-containing protein	DUF4810 domain-containing protein
NGFG_00892			NMB1124	NGO_0835	lipoprotein	DUF799 domain-containing protein	DUF799 domain-containing protein
NGFG_00890			NMB1122	 | NGO_04420 | 		ABC transporter ATP-binding protein/permease	 | ABC transporter ATP-binding protein/permease | ATP-binding cassette domain-containing protein
NGFG_00889	hda	Nmen_FA1090_fromproduct	NMB1076	NGO_0841	DnaA regulatory inactivator Hda	DnaA regulatory inactivator Hda	DnaA regulatory inactivator Hda
NGFG_00888			NMB1075	NGO_0842	HAD hydrolase%2C family IB	HAD family hydrolase	HAD family hydrolase
NGFG_02323					ubiquitin-activating enzyme E1 family protein		ubiquitin-activating enzyme
NGFG_00886	argB	Nmen_FA1090_fromgene	NMB1074	NGO_0844	acetylglutamate kinase	acetylglutamate kinase	acetylglutamate kinase
NGFG_00884			NMB1073	NGO_0845	zinc carboxypeptidase	carboxypeptidase family protein	carboxypeptidase family protein
NGFG_00883			NMB1072	NGO_0846	prolipoprotein diacylglyceryl transferase	prolipoprotein diacylglyceryl transferase	prolipoprotein diacylglyceryl transferase
NGFG_00882			NMB1071	NGO_0847	yecA family protein	YecA family protein	YecA family protein
NGFG_00881			NMB1070	NGO_0848	2-isopropylmalate synthase	2-isopropylmalate synthase	2-isopropylmalate synthase
NGFG_00880	proB	Nmen_fromgene	NMB1069	 | NGO_04475 | 	glutamate 5-kinase	glutamate 5-kinase	 | glutamate 5-kinase | hypothetical protein
NGFG_00879			NMB1068	NGO_0850	gamma-glutamyl phosphate reductase	glutamate-5-semialdehyde dehydrogenase	glutamate-5-semialdehyde dehydrogenase
NGFG_00878	ftsK	Nmen_FA1090_fromproduct	NMB1067	NGO_0851	DNA translocase ftsK 2	DNA translocase FtsK	DNA translocase FtsK
NGFG_00877			NMB1066	NGO_0852	hypothetical protein	hypothetical protein	membrane protein
NGFG_00876	crcB	Nmen_fromproduct	NMB1065	NGO_0853	protein CrcB	fluoride efflux transporter CrcB	CrcB family protein
NGFG_00874			NMB1064	NGO_04510	ADP-ribose pyrophosphatase	NUDIX hydrolase	NUDIX hydrolase
NGFG_00873	folB	Nmen_FA1090_fromgene	NMB1063	NGO_0857	dihydroneopterin aldolase	dihydroneopterin aldolase	dihydroneopterin aldolase
NGFG_00872	plsY	Nmen_FA1090_fromgene	NMB1062	NGO_0858	glycerol-3-phosphate acyltransferase	glycerol-3-phosphate 1-O-acyltransferase PlsY	glycerol-3-phosphate 1-O-acyltransferase PlsY
NGFG_00871	rlmJ	Nmen_FA1090_fromproduct	NMB1061	NGO_0859	hypothetical protein	23S rRNA (adenine(2030)-N(6))-methyltransferase RlmJ	23S rRNA (adenine(2030)-N(6))-methyltransferase RlmJ
NGFG_00870				NGO_04530	hypothetical protein		hypothetical protein
NGFG_00869				NGO_0861	hypothetical protein		hypothetical protein
NGFG_00868			NMB1060	NGO_0862	fructose-1%2C6-bisphosphatase class 1	class 1 fructose-bisphosphatase	class 1 fructose-bisphosphatase
NGFG_00867			NMB1059	NGO_0863	hypothetical protein	YdcH family protein	YdcH family protein
NGFG_00866	grxD	Nmen_fromgene	NMB1058		glutaredoxin-like protein	Grx4 family monothiol glutaredoxin	monothiol glutaredoxin%2C Grx4 family
NGFG_00865	ggt	Nmen_FA1090_fromgene	NMB1057	NGO_04550		gamma-glutamyltransferase	gamma-glutamyltransferase
NGFG_00864				NGO_0865	hypothetical protein	hypothetical protein	hypothetical protein
NGFG_00863			NMB1055	NGO_0866	serine hydroxymethyltransferase	serine hydroxymethyltransferase	serine hydroxymethyltransferase
NGFG_00862				NGO_0867	hypothetical protein		helix-turn-helix transcriptional regulator
NGFG_00861							
NGFG_00860				NGO_0868			outer membrane beta-barrel protein
NGFG_00859			NMB1052	NGO_0869	dedA family membrane protein	DedA family protein	DedA family protein
NGFG_00858			NMB1051	NGO_0870	ABC transporter ATP-binding protein	ATP-binding cassette domain-containing protein	ATP-binding cassette domain-containing protein
NGFG_00857				NGO_0871	hypothetical protein		hypothetical protein
NGFG_00856			NMB1021	NGO_0872	anthranilate synthase component 1	anthranilate synthase component I	anthranilate synthase component I
NGFG_00855				NGO_0873	modification methylase NgoMIV		DNA cytosine methyltransferase
NGFG_00854				NGO_0874	type-2 restriction enzyme NgoMIV		NgoMIV family type II restriction endonuclease
NGFG_00853			NMB1019	NGO_0875	phosphoribosylaminoimidazole carboxylase%2C ATPase subunit	5-(carboxyamino)imidazole ribonucleotide synthase	5-(carboxyamino)imidazole ribonucleotide synthase
NGFG_00852			NMB1018	NGO_0876	acetyltransferase	GNAT family N-acetyltransferase	GNAT family N-acetyltransferase
NGFG_00851			NMB1017	NGO_04615	sulfate ABC transporter%2C sulfate-binding protein	sulfate ABC transporter substrate-binding protein	sulfate ABC transporter substrate-binding protein
NGFG_00848			NMB1016	NGO_0880	hypothetical protein	Smr/MutS family protein	Smr/MutS family protein
NGFG_02324			 |  | 	NGO_0881	transposase	 | IS3 family transposase | IS3 family transposase	IS3 family transposase
NGFG_02325			NMB1015	NGO_0881	transposase	IS3 family transposase	IS3 family transposase
NGFG_02200			NMB1752	NGO_04640	hypothetical protein	transposase	helix-turn-helix domain-containing protein
NGFG_00847			NMB0993	NGO_0885	rubredoxin	rubredoxin	rubredoxin
NGFG_00845			NMB0994	NGO_0886	acyl-CoA dehydrogenase	acyl-CoA/acyl-ACP dehydrogenase	acyl-CoA/acyl-ACP dehydrogenase
NGFG_00844			NMB0995	NGO_0887	alkylhydroperoxidase	carboxymuconolactone decarboxylase family protein	carboxymuconolactone decarboxylase family protein
NGFG_00843			NMB0996	NGO_0888	hypothetical protein	DUF2628 domain-containing protein	DUF2628 domain-containing protein
NGFG_00841	dld	Nmen_FA1090_fromgene	NMB0997	NGO_0890	D-lactate dehydrogenase	D-lactate dehydrogenase	D-lactate dehydrogenase
NGFG_00840				NGO_0891	hypothetical protein		hypothetical protein
NGFG_00839			NMB0998	NGO_0893	oxidoreductase	FAD/FMN-binding oxidoreductase	FAD/FMN-binding oxidoreductase
NGFG_00838			NMB0999	NGO_0894		tRNA-dihydrouridine synthase	tRNA-dihydrouridine synthase
NGFG_00836				NGO_0895	hypothetical protein	hypothetical protein	hypothetical protein
NGFG_02326					hypothetical protein		
NGFG_00833			NMB1429	NGO_04715		porin	porin
NGFG_00831	greA	Nmen_FA1090_fromgene	NMB1430	NGO_0899	transcription elongation factor greA	transcription elongation factor GreA	transcription elongation factor GreA
NGFG_00829	aroA	Nmen_FA1090_fromgene	NMB1432	NGO_0900	3-phosphoshikimate 1-carboxyvinyltransferase	3-phosphoshikimate 1-carboxyvinyltransferase	3-phosphoshikimate 1-carboxyvinyltransferase
NGFG_00828			NMB1433	NGO_0901	lipoprotein	C40 family peptidase	C40 family peptidase
NGFG_00827			NMB1434	NGO_0902	phospholipase D-family protein	phospholipase D family protein	phospholipase D family protein
NGFG_00826			NMB1435	NGO_0903	drug:H+ antiporter-2 (14 Spanner) (DHA2) family drug resistance MFS transporter	MFS transporter	MFS transporter
NGFG_00825			NMB1436	NGO_0904	hypothetical protein	(Fe-S)-binding protein	(Fe-S)-binding protein
NGFG_00824			NMB1437	NGO_0905	hypothetical protein	lactate utilization protein C	lactate utilization protein C
NGFG_00823			NMB1438	NGO_0906	iron-sulfur cluster-binding protein	iron-sulfur cluster-binding protein	iron-sulfur cluster-binding protein
NGFG_00822	fitB	FA1090_fromgene		NGO_0907	toxin component of toxin-antitoxin system		type II toxin-antitoxin system toxin FitB
NGFG_00821	fitA	FA1090_fromgene		NGO_0908	antitoxin component of toxin-antitoxin system		type II toxin-antitoxin system antitoxin FitA
NGFG_02327			 |  | 	NGO_0881		 | IS3 family transposase | IS3 family transposase	IS3 family transposase
NGFG_02328			NMB1752	NGO_04640	hypothetical protein	transposase	helix-turn-helix domain-containing protein
NGFG_02329			NMB0553	NGO_04785	transposase	IS110 family transposase	IS110 family transposase
NGFG_00820	sucD	Nmen_FA1090_fromgene	NMB0960	NGO_0912	succinyl-CoA ligase [ADP-forming] subunit alpha	succinate--CoA ligase subunit alpha	succinate--CoA ligase subunit alpha
NGFG_00819	sucC	Nmen_FA1090_fromgene	NMB0959	NGO_0913	succinyl-CoA ligase [ADP-forming] subunit beta	ADP-forming succinate--CoA ligase subunit beta	ADP-forming succinate--CoA ligase subunit beta
NGFG_00818			NMB0958	NGO_0914	hypothetical protein	hypothetical protein	hypothetical protein
NGFG_00817	lpdA	Nmen_FA1090_fromgene	NMB0957	NGO_0915	dihydrolipoyl dehydrogenase	dihydrolipoyl dehydrogenase	dihydrolipoyl dehydrogenase
NGFG_00816	odhB	Nmen_FA1090_fromgene	NMB0956	NGO_0916	2-oxoglutarate dehydrogenase E2 component (dihydrolipoamide succinyltransferase)	2-oxoglutarate dehydrogenase complex dihydrolipoyllysine-residue succinyltransferase	2-oxoglutarate dehydrogenase complex dihydrolipoyllysine-residue succinyltransferase
NGFG_00815			NMB0955	NGO_0917	oxoglutarate dehydrogenase (succinyl-transferring)%2C E1 component	2-oxoglutarate dehydrogenase E1 component	2-oxoglutarate dehydrogenase E1 component
NGFG_00814	gltA	Nmen_FA1090_fromgene	NMB0954	NGO_0918	citrate (Si)-synthase	citrate (Si)-synthase	citrate (Si)-synthase
NGFG_00813			NMB0952	NGO_0919	hypothetical protein	succinate dehydrogenase assembly factor 2	succinate dehydrogenase assembly factor 2
NGFG_00812			NMB0951	NGO_0920	succinate dehydrogenase and fumarate reductase iron-sulfur protein	succinate dehydrogenase iron-sulfur subunit	succinate dehydrogenase iron-sulfur subunit
NGFG_00811	sdhA	Nmen_FA1090_fromgene	NMB0950	NGO_0921	succinate dehydrogenase%2C flavoprotein subunit	succinate dehydrogenase flavoprotein subunit	succinate dehydrogenase flavoprotein subunit
NGFG_00810	sdhD	Nmen_FA1090_fromgene	NMB0949	NGO_0922	succinate dehydrogenase%2C hydrophobic membrane anchor protein	succinate dehydrogenase%2C hydrophobic membrane anchor protein	succinate dehydrogenase%2C hydrophobic membrane anchor protein
