locustag_in_Ngo	name_in_Ngo	type_in_Ngo	product_in_Ngo	gene_in_Nmen	locustag_in_Nmen	type_in_Nmen	product_in_Nmen
NGFG_00907	NGFG_00907	gene	acetyl-coenzyme A carboxylase carboxyl transferase subunit alpha		NMB1139	gene	acetyl-CoA carboxylase carboxyltransferase subunit alpha
NGFG_00906	NGFG_00906	gene	hsp15-like protein		NMB1138	gene	RNA-binding S4 domain-containing protein
NGFG_00905	NGFG_00905	gene	FeS assembly protein IscX	iscX	NMB1137	gene	Fe-S cluster assembly protein IscX
NGFG_00903	NGFG_00903	gene	hypothetical protein		NMB1135a	gene	hypothetical protein
NGFG_00901	NGFG_00901	gene	ferredoxin%2C 2Fe-2S type%2C ISC system protein	fdx	NMB1134	gene	ISC system 2Fe-2S type ferredoxin
NGFG_00900	NGFG_00900	gene	hypothetical protein		NMB1133	gene	DUF2314 domain-containing protein
NGFG_00899	NGFG_00899	gene	hypothetical protein		NMB1132	gene	GIY-YIG nuclease family protein
NGFG_00898	NGFG_00898	gene	Fe-S protein assembly chaperone HscA	hscA	NMB1131	gene	Fe-S protein assembly chaperone HscA
NGFG_00897	NGFG_00897	gene	squalene synthase HpnD	hpnD	NMB1130	gene	presqualene diphosphate synthase HpnD
NGFG_00896	NGFG_00896	gene	oxidoreductase		NMB1128	gene	NAD(P)/FAD-dependent oxidoreductase
NGFG_00895	NGFG_00895	gene	short chain dehydrogenase		NMB1127	gene	SDR family oxidoreductase
NGFG_00894	NGFG_00894	gene	lipoprotein		NMB1126	gene	CsgG/HfaB family protein
NGFG_00893	NGFG_00893	gene	hypothetical protein		NMB1125	gene	DUF4810 domain-containing protein
NGFG_00892	NGFG_00892	gene	lipoprotein		NMB1124	gene	DUF799 domain-containing protein
NGFG_00890	NGFG_00890	pseudogene			NMB1122	pseudogene	ABC transporter ATP-binding protein/permease
NGFG_00889	NGFG_00889	gene	DnaA regulatory inactivator Hda		NMB1076	gene	DnaA regulatory inactivator Hda
NGFG_00888	NGFG_00888	gene	HAD hydrolase%2C family IB		NMB1075	gene	HAD family hydrolase
NGFG_02323	NGFG_02323	gene	ubiquitin-activating enzyme E1 family protein				
NGFG_00886	NGFG_00886	gene	acetylglutamate kinase	argB	NMB1074	gene	acetylglutamate kinase
NGFG_00884	NGFG_00884	gene	zinc carboxypeptidase		NMB1073	gene	carboxypeptidase family protein
NGFG_00883	NGFG_00883	gene	prolipoprotein diacylglyceryl transferase		NMB1072	gene	prolipoprotein diacylglyceryl transferase
NGFG_00882	NGFG_00882	gene	yecA family protein		NMB1071	gene	YecA family protein
NGFG_00881	NGFG_00881	gene	2-isopropylmalate synthase		NMB1070	gene	2-isopropylmalate synthase
NGFG_00880	NGFG_00880	gene	glutamate 5-kinase	proB	NMB1069	gene	glutamate 5-kinase
NGFG_00879	NGFG_00879	gene	gamma-glutamyl phosphate reductase		NMB1068	gene	glutamate-5-semialdehyde dehydrogenase
NGFG_00878	NGFG_00878	gene	DNA translocase ftsK 2		NMB1067	gene	DNA translocase FtsK
NGFG_00877	NGFG_00877	gene	hypothetical protein		NMB1066	gene	hypothetical protein
NGFG_00876	NGFG_00876	gene	protein CrcB		NMB1065	gene	fluoride efflux transporter CrcB
NGFG_00874	NGFG_00874	gene	ADP-ribose pyrophosphatase		NMB1064	gene	NUDIX hydrolase
NGFG_00873	NGFG_00873	gene	dihydroneopterin aldolase	folB	NMB1063	gene	dihydroneopterin aldolase
NGFG_00872	NGFG_00872	gene	glycerol-3-phosphate acyltransferase	plsY	NMB1062	gene	glycerol-3-phosphate 1-O-acyltransferase PlsY
NGFG_00871	NGFG_00871	gene	hypothetical protein		NMB1061	gene	23S rRNA (adenine(2030)-N(6))-methyltransferase RlmJ
NGFG_00870	NGFG_00870	gene	hypothetical protein				
NGFG_00869	NGFG_00869	gene	hypothetical protein				
NGFG_00868	NGFG_00868	gene	fructose-1%2C6-bisphosphatase class 1		NMB1060	gene	class 1 fructose-bisphosphatase
NGFG_00867	NGFG_00867	gene	hypothetical protein		NMB1059	gene	YdcH family protein
NGFG_00866	NGFG_00866	gene	glutaredoxin-like protein	grxD	NMB1058	pseudogene	Grx4 family monothiol glutaredoxin
NGFG_00865	NGFG_00865	pseudogene		ggt	NMB1057	gene	gamma-glutamyltransferase
NGFG_00864	NGFG_00864	gene	hypothetical protein			pseudogene	hypothetical protein
NGFG_00863	NGFG_00863	gene	serine hydroxymethyltransferase		NMB1055	gene	serine hydroxymethyltransferase
NGFG_00862	NGFG_00862	gene	hypothetical protein				
NGFG_00861	NGFG_00861	pseudogene					
NGFG_00860	NGFG_00860	pseudogene					
NGFG_00859	NGFG_00859	gene	dedA family membrane protein		NMB1052	gene	DedA family protein
NGFG_00858	NGFG_00858	gene	ABC transporter ATP-binding protein		NMB1051	gene	ATP-binding cassette domain-containing protein
NGFG_00857	NGFG_00857	gene	hypothetical protein				
NGFG_00856	NGFG_00856	gene	anthranilate synthase component 1		NMB1021	gene	anthranilate synthase component I
NGFG_00855	NGFG_00855	gene	modification methylase NgoMIV				
NGFG_00854	NGFG_00854	gene	type-2 restriction enzyme NgoMIV				
NGFG_00853	NGFG_00853	gene	phosphoribosylaminoimidazole carboxylase%2C ATPase subunit		NMB1019	gene	5-(carboxyamino)imidazole ribonucleotide synthase
NGFG_00852	NGFG_00852	gene	acetyltransferase		NMB1018	gene	GNAT family N-acetyltransferase
NGFG_00851	NGFG_00851	gene	sulfate ABC transporter%2C sulfate-binding protein		NMB1017	gene	sulfate ABC transporter substrate-binding protein
NGFG_00848	NGFG_00848	gene	hypothetical protein		NMB1016	gene	Smr/MutS family protein
NGFG_02324	NGFG_02324	gene	transposase		 |  | 	 | gene | gene	 | IS3 family transposase | IS3 family transposase
NGFG_02325	NGFG_02325	gene	transposase		NMB1015	gene	IS3 family transposase
NGFG_02200	NGFG_02200	gene	hypothetical protein		NMB1752	pseudogene	transposase
NGFG_00847	NGFG_00847	gene	rubredoxin		NMB0993	gene	rubredoxin
NGFG_00845	NGFG_00845	gene	acyl-CoA dehydrogenase		NMB0994	gene	acyl-CoA/acyl-ACP dehydrogenase
NGFG_00844	NGFG_00844	gene	alkylhydroperoxidase		NMB0995	gene	carboxymuconolactone decarboxylase family protein
NGFG_00843	NGFG_00843	gene	hypothetical protein		NMB0996	gene	DUF2628 domain-containing protein
NGFG_00841	NGFG_00841	gene	D-lactate dehydrogenase	dld	NMB0997	gene	D-lactate dehydrogenase
NGFG_00840	NGFG_00840	gene	hypothetical protein				
NGFG_00839	NGFG_00839	gene	oxidoreductase		NMB0998	gene	FAD/FMN-binding oxidoreductase
NGFG_00838	NGFG_00838	pseudogene			NMB0999	gene	tRNA-dihydrouridine synthase
NGFG_00836	NGFG_00836	gene	hypothetical protein			gene	hypothetical protein
NGFG_02326	NGFG_02326	gene	hypothetical protein				
NGFG_00833	NGFG_00833	pseudogene			NMB1429	gene	porin
NGFG_00831	NGFG_00831	gene	transcription elongation factor greA	greA	NMB1430	gene	transcription elongation factor GreA
NGFG_00829	NGFG_00829	gene	3-phosphoshikimate 1-carboxyvinyltransferase	aroA	NMB1432	gene	3-phosphoshikimate 1-carboxyvinyltransferase
NGFG_00828	NGFG_00828	gene	lipoprotein		NMB1433	gene	C40 family peptidase
NGFG_00827	NGFG_00827	gene	phospholipase D-family protein		NMB1434	gene	phospholipase D family protein
NGFG_00826	NGFG_00826	gene	drug:H+ antiporter-2 (14 Spanner) (DHA2) family drug resistance MFS transporter		NMB1435	gene	MFS transporter
NGFG_00825	NGFG_00825	gene	hypothetical protein		NMB1436	gene	(Fe-S)-binding protein
NGFG_00824	NGFG_00824	gene	hypothetical protein		NMB1437	gene	lactate utilization protein C
NGFG_00823	NGFG_00823	gene	iron-sulfur cluster-binding protein		NMB1438	gene	iron-sulfur cluster-binding protein
NGFG_00822	NGFG_00822	gene	toxin component of toxin-antitoxin system				
NGFG_00821	NGFG_00821	gene	antitoxin component of toxin-antitoxin system				
NGFG_02327	NGFG_02327	pseudogene			 |  | 	 | gene | gene	 | IS3 family transposase | IS3 family transposase
NGFG_02328	NGFG_02328	gene	hypothetical protein		NMB1752	pseudogene	transposase
NGFG_02329	NGFG_02329	gene	transposase		NMB0553	pseudogene	IS110 family transposase
NGFG_00820	NGFG_00820	gene	succinyl-CoA ligase [ADP-forming] subunit alpha	sucD	NMB0960	gene	succinate--CoA ligase subunit alpha
NGFG_00819	NGFG_00819	gene	succinyl-CoA ligase [ADP-forming] subunit beta	sucC	NMB0959	gene	ADP-forming succinate--CoA ligase subunit beta
NGFG_00818	NGFG_00818	gene	hypothetical protein		NMB0958	gene	hypothetical protein
NGFG_00817	NGFG_00817	gene	dihydrolipoyl dehydrogenase	lpdA	NMB0957	gene	dihydrolipoyl dehydrogenase
NGFG_00816	NGFG_00816	gene	2-oxoglutarate dehydrogenase E2 component (dihydrolipoamide succinyltransferase)	odhB	NMB0956	gene	2-oxoglutarate dehydrogenase complex dihydrolipoyllysine-residue succinyltransferase
NGFG_00815	NGFG_00815	gene	oxoglutarate dehydrogenase (succinyl-transferring)%2C E1 component		NMB0955	gene	2-oxoglutarate dehydrogenase E1 component
NGFG_00814	NGFG_00814	gene	citrate (Si)-synthase	gltA	NMB0954	gene	citrate (Si)-synthase
NGFG_00813	NGFG_00813	gene	hypothetical protein		NMB0952	gene	succinate dehydrogenase assembly factor 2
NGFG_00812	NGFG_00812	gene	succinate dehydrogenase and fumarate reductase iron-sulfur protein		NMB0951	gene	succinate dehydrogenase iron-sulfur subunit
NGFG_00811	NGFG_00811	gene	succinate dehydrogenase%2C flavoprotein subunit	sdhA	NMB0950	gene	succinate dehydrogenase flavoprotein subunit
NGFG_00810	NGFG_00810	gene	succinate dehydrogenase%2C hydrophobic membrane anchor protein	sdhD	NMB0949	gene	succinate dehydrogenase%2C hydrophobic membrane anchor protein
NGFG_00809	NGFG_00809	gene	succinate dehydrogenase%2C cytochrome b556 subunit	sdhC	NMB0948	gene	succinate dehydrogenase%2C cytochrome b556 subunit
NGFG_00807	NGFG_00807	gene	dihydrolipoamide dehydrogenase		NMB0947	gene	dihydrolipoyl dehydrogenase
NGFG_00806	NGFG_00806	gene	peroxiredoxin		NMB0946	gene	redoxin family protein
NGFG_00804	NGFG_00804	gene	5-methyltetrahydropteroyltriglutamate-homocysteine methyltransferase	metE	NMB0944	gene	5-methyltetrahydropteroyltriglutamate--homocysteine S-methyltransferase
NGFG_00803	NGFG_00803	gene	5%2C10-methylenetetrahydrofolate reductase	metF	NMB0943	gene	methylenetetrahydrofolate reductase
NGFG_00802	NGFG_00802	gene	50S ribosomal protein L31 type B		NMB0942	gene	type B 50S ribosomal protein L31
NGFG_00801	NGFG_00801	gene	50S ribosomal protein L36	rpmJ	NMB0941	gene	50S ribosomal protein L36
NGFG_00800	NGFG_00800	gene	hypothetical protein			gene	hypothetical protein
NGFG_00799	NGFG_00799	gene	homoserine O-acetyltransferase		NMB0940	gene	homoserine O-acetyltransferase
NGFG_00798	NGFG_00798	gene	methionine biosynthesis protein MetW	metW	NMB0939	gene	methionine biosynthesis protein MetW
NGFG_00797	NGFG_00797	pseudogene			NMB0938	gene	hypothetical protein
NGFG_00796	NGFG_00796	gene	elongation factor P	efp	NMB0937	gene	elongation factor P
NGFG_00795	NGFG_00795	gene	hypothetical protein	earP	NMB0935a	gene	elongation factor P maturation arginine rhamnosyltransferase EarP
NGFG_00794	NGFG_00794	gene	hypothetical protein			gene	hypothetical protein
NGFG_00792	NGFG_00792	gene	tRNA dimethylallyltransferase	miaA	NMB0935	gene	tRNA (adenosine(37)-N6)-dimethylallyltransferase MiaA
NGFG_00791	NGFG_00791	gene	cytosine deaminase		NMB0933	gene	nucleoside deaminase
NGFG_00790	NGFG_00790	gene	hypothetical protein		NMB0932	gene	DUF456 domain-containing protein
NGFG_00789	NGFG_00789	gene	23S rRNA (guanosine-2'-O-)-methyltransferase RlmB	rlmB	NMB0931	gene	23S rRNA (guanosine(2251)-2'-O)-methyltransferase RlmB
NGFG_00788	NGFG_00788	pseudogene			NMB0930	gene	purine permease
NGFG_00787	NGFG_00787	gene	dihydrodipicolinate synthase		NMB0929	gene	4-hydroxy-tetrahydrodipicolinate synthase
NGFG_00786	NGFG_00786	gene	lipoprotein	bamC	NMB0928	gene	outer membrane protein assembly factor BamC
NGFG_00785	NGFG_00785	gene	proline iminopeptidase	pip	NMB0927	gene	prolyl aminopeptidase
NGFG_02330	NGFG_02330	gene	opacity protein		NMB1465	pseudogene	outer membrane beta-barrel protein
NGFG_02331	NGFG_02331	gene	hypothetical protein				
NGFG_00782	NGFG_00782	gene	heme-utilization protein Hup		NMB1497	gene	TonB-dependent receptor
NGFG_00780	NGFG_00780	gene	hypothetical protein		NMB1552	gene	IS110 family transposase
NGFG_00779	NGFG_00779	gene	aspartate kinase		NMB1498	gene	aspartate kinase
NGFG_00777	NGFG_00777	gene	ribonuclease PH	rph	NMB1499	gene	ribonuclease PH
NGFG_00776	NGFG_00776	gene	universal stress protein		NMB1500	gene	universal stress protein
NGFG_00775	NGFG_00775	gene	HesA/MoeB/ThiF family protein		NMB1501	gene	tRNA threonylcarbamoyladenosine dehydratase
NGFG_00774	NGFG_00774	gene	segregation and condensation protein A		NMB1504	gene	segregation/condensation protein A
NGFG_00773	NGFG_00773	gene	nicotinate phosphoribosyltransferase	pncB	NMB1505	gene	nicotinate phosphoribosyltransferase
NGFG_00772	NGFG_00772	gene	arginyl-tRNA synthetase	argS	NMB1506	gene	arginine--tRNA ligase
NGFG_00770	NGFG_00770	gene	hypothetical protein		NMB1508	gene	LTA synthase family protein
NGFG_02332	NGFG_02332	gene	hypothetical protein				
NGFG_00768	NGFG_00768	gene	polar amino acid ABC transporter permease		NMB1509	gene	amino acid ABC transporter permease
NGFG_00766	NGFG_00766	gene	nuclease		NMB1510	gene	thermonuclease family protein
NGFG_00765	NGFG_00765	gene	ribose-5-phosphate isomerase A	rpiA	NMB1511	gene	ribose-5-phosphate isomerase RpiA
NGFG_00764	NGFG_00764	gene	2-C-methyl-D-erythritol 2%2C4-cyclodiphosphate synthase		NMB1512	gene	2-C-methyl-D-erythritol 2%2C4-cyclodiphosphate synthase
NGFG_00763	NGFG_00763	gene	2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase		NMB1513	gene	2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase
NGFG_00762	NGFG_00762	gene	DNA polymerase III%2C epsilon subunit	dnaQ	NMB1514	gene	DNA polymerase III subunit epsilon
NGFG_00761	NGFG_00761	gene	major facilitator family transporter		NMB1515	gene	MFS transporter
NGFG_00760	NGFG_00760	gene	cytochrome oxidase maturation protein	ccoS	NMB1516	gene	cbb3-type cytochrome oxidase assembly protein CcoS
NGFG_00759	NGFG_00759	gene	hypothetical protein		NMB1517	gene	hypothetical protein
NGFG_00758	NGFG_00758	gene	acetate kinase 1		NMB1518	gene	acetate kinase
NGFG_00757	NGFG_00757	gene	Thiol:disulfide interchange protein DsbD		NMB1519	gene	protein-disulfide reductase DsbD
NGFG_00756	NGFG_00756	gene	hypothetical protein		NMB1521a	gene	DUF1841 family protein
NGFG_00755	NGFG_00755	gene	squalene synthase HpnC	hpnC	NMB1521	gene	squalene synthase HpnC
NGFG_00754	NGFG_00754	gene	FKBP-type peptidyl-prolyl cis-trans isomerase SlyD		NMB1522	gene	peptidylprolyl isomerase
NGFG_00752	NGFG_00752	gene	outer membrane protein H.8		NMB1523	gene	hypothetical protein
NGFG_00751	NGFG_00751	gene	oxidoreductase%2C FAD-binding protein		NMB1524	gene	FAD-binding oxidoreductase
NGFG_00750	NGFG_00750	gene	thymidylate kinase		NMB1525	gene	phase-variable autotransporter AutB
NGFG_00749	NGFG_00749	pseudogene			NMB1525	gene	phase-variable autotransporter AutB
NGFG_00747	NGFG_00747	gene	SsrA-binding protein	smpB	NMB1526	gene	SsrA-binding protein SmpB
NGFG_00746	NGFG_00746	gene	lipopolysaccharide heptosyltransferase II	waaF	NMB1527	gene	lipopolysaccharide heptosyltransferase II
NGFG_06015	NGFG_06015	tRNA	tRNA-Asn		NMBt19	tRNA	tRNA-Asn
NGFG_00745	NGFG_00745	gene	methylated-DNA-[protein]-cysteine S-methyltransferase		NMB1528	gene	methylated-DNA--[protein]-cysteine S-methyltransferase
NGFG_00744	NGFG_00744	gene	hypothetical protein		NMB1529	pseudogene	YbhB/YbcL family Raf kinase inhibitor-like protein
NGFG_00743	NGFG_00743	gene	AraC family transcriptional regulator		NMB1529	pseudogene	YbhB/YbcL family Raf kinase inhibitor-like protein
NGFG_00742	NGFG_00742	gene	succinyl-diaminopimelate desuccinylase	dapE	NMB1530	gene	succinyl-diaminopimelate desuccinylase
NGFG_00741	NGFG_00741	gene	hypothetical protein		NMB1531	gene	glucose-6-phosphate 1-dehydrogenase family protein
NGFG_00740	NGFG_00740	gene	hypothetical protein		NMB1532	gene	hemerythrin domain-containing protein
NGFG_00739	NGFG_00739	gene	outer membrane protein H.8	azu	NMB1533	gene	azurin
NGFG_00736	NGFG_00736	gene	hypothetical protein		NMB1536q	gene	DUF721 domain-containing protein
NGFG_00735	NGFG_00735	gene	protein translocase subunit secA	secA	NMB1536	gene	preprotein translocase subunit SecA
NGFG_00734	NGFG_00734	gene	DNA primase		NMB1537	gene	DNA primase
NGFG_00733	NGFG_00733	gene	RNA polymerase sigma factor rpoD	rpoD	NMB1538	gene	RNA polymerase sigma factor RpoD
NGFG_00732	NGFG_00732	gene	CRISPR-associated protein cas4				
NGFG_00731	NGFG_00731	gene	CRISPR-associated protein cas4				
NGFG_00730	NGFG_00730	gene	hypothetical protein				
NGFG_02333	NGFG_02333	gene	hypothetical protein				
NGFG_00729	NGFG_00729	gene	CRISPR-associated recb family exonuclease				
NGFG_00728	NGFG_00728	gene	phage protein				
NGFG_00727	NGFG_00727	gene	CRISPR-associated protein				
NGFG_00726	NGFG_00726	pseudogene					
NGFG_02334	NGFG_02334	gene	transposase				IS630 family transposase
NGFG_02335	NGFG_02335	gene	hypothetical protein		NMB1386	pseudogene	hypothetical protein
NGFG_00725	NGFG_00725	gene	TraR family phage/conjugal plasmid C-4 type zinc finger protein				
NGFG_00724	NGFG_00724	gene	phage protein				
NGFG_00723	NGFG_00723	gene	phage protein		NMB1014	gene	hypothetical protein
NGFG_00722	NGFG_00722	pseudogene					
NGFG_00721	NGFG_00721	gene	phage protein				
NGFG_00720	NGFG_00720	gene	phage repressor protein		NMB1007	gene	helix-turn-helix transcriptional regulator
NGFG_00719	NGFG_00719	gene	hypothetical protein				
NGFG_00718	NGFG_00718	gene	phage protein				
NGFG_00717	NGFG_00717	gene	hypothetical protein		NMB1003	gene	hypothetical protein
NGFG_00716	NGFG_00716	pseudogene			NMB1002	gene	DUF3102 domain-containing protein
NGFG_00715	NGFG_00715	gene	phage protein			pseudogene	integrase
NGFG_00714	NGFG_00714	pseudogene			NMB1451	gene	3'-5' exonuclease
NGFG_06016	NGFG_06016	tRNA	tRNA-Arg		NMBt24	tRNA	tRNA-Arg
NGFG_06017	NGFG_06017	tRNA	tRNA-Glu		NMBt25	tRNA	tRNA-Glu
NGFG_00713	NGFG_00713	gene	2-nitropropane dioxygenase		NMB1452	pseudogene	nitronate monooxygenase
NGFG_00712	NGFG_00712	gene	hypothetical protein		NMB1453	gene	FixH family protein
NGFG_00711	NGFG_00711	gene	ferredoxin	ccoG	NMB1454	gene	cytochrome c oxidase accessory protein CcoG
NGFG_00709	NGFG_00709	gene	transketolase	tkt	NMB1457	gene	transketolase
NGFG_00708	NGFG_00708	gene	fumarate hydratase class II	fumC	NMB1458	gene	class II fumarate hydratase
NGFG_00707	NGFG_00707	gene	hypothetical protein		NMB1459	gene	DMT family transporter
NGFG_00705	NGFG_00705	gene	single-stranded DNA-binding protein		NMB1460	gene	single-stranded DNA-binding protein
NGFG_00704	NGFG_00704	gene	major facilitator family transporter drug resistance translocase		NMB1461	gene	MFS transporter
NGFG_00703	NGFG_00703	gene	transglycosylase		NMB1462	gene	lytic transglycosylase domain-containing protein
NGFG_00701	NGFG_00701	gene	transposase		NMB2043	pseudogene	IS5 family transposase
NGFG_02336	NGFG_02336	gene	hypothetical protein		NMB1464	gene	transposase
NGFG_00700	NGFG_00700	pseudogene			NMB1464	gene	transposase
NGFG_02337	NGFG_02337	gene	opacity protein		NMB1636	gene	outer membrane beta-barrel protein
NGFG_02338	NGFG_02338	gene	opacity protein				
NGFG_00699	NGFG_00699	gene	hypothetical protein		NMB1466	gene	DUF560 domain-containing protein
NGFG_00698	NGFG_00698	gene	exopolyphosphatase	ppx	NMB1467	gene	exopolyphosphatase
NGFG_02339	NGFG_02339	gene	hypothetical protein		NMB1468	gene	hypothetical protein
NGFG_00696	NGFG_00696	gene	hypothetical protein		NMB1470	gene	hypothetical protein
NGFG_00695	NGFG_00695	gene	tryptophanyl-tRNA synthetase	trpS	NMB1471	gene	tryptophan--tRNA ligase
NGFG_00694	NGFG_00694	gene	chaperone ClpB	clpB	NMB1472	gene	ATP-dependent chaperone ClpB
NGFG_00693	NGFG_00693	gene	aminotransferase AlaT		NMB1473	gene	pyridoxal phosphate-dependent aminotransferase
NGFG_00692	NGFG_00692	gene	4-oxalocrotonate tautomerase family enzyme		NMB1474	gene	4-oxalocrotonate tautomerase family protein
NGFG_00691	NGFG_00691	gene	hypothetical protein		NMB1475	gene	DUF4198 domain-containing protein
NGFG_02340	NGFG_02340	gene	hypothetical protein				
NGFG_00690	NGFG_00690	pseudogene			NMB1476	gene	Glu/Leu/Phe/Val dehydrogenase
NGFG_00688	NGFG_00688	gene	phosphoglycolate phosphatase		NMB1478	pseudogene	phosphoglycolate phosphatase
NGFG_00687	NGFG_00687	gene	regulatory protein recX	recX	NMB1479	gene	recombination regulator RecX
NGFG_00686	NGFG_00686	gene	hypothetical protein		NMB1480	gene	hypothetical protein
NGFG_00684	NGFG_00684	gene	acyl-CoA thioester hydrolase		NMB1482	gene	acyl-CoA thioesterase
